Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Age,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Drinks,Item_Type_Food,Item_Type_Non-Consumable,Item_Fat_Content_Low Fat,Item_Fat_Content_Non-Edible,Item_Fat_Content_Regular
15.7,0.045295529,181.36599999999999,1977.4260000000002,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
14.5,0.097750937,159.7262,5728.5432,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
17.7,0.05089667,125.5678,1398.8458,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7.36,0.052312034,58.5588,801.6232,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
18.75,0.010363586,207.1954,1667.1632,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
18.2,0.012254428999999999,59.9904,644.4944,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
5.46,0.107223632,144.8786,3323.0078,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
15.5,0.101335811,196.5768,3350.3056,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
12.85,0.09899313900000001,39.3164,540.6296,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
15.25,0.026760329,86.0198,2006.0554,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
8.6,0.054594957,130.531,1298.31,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7.39,0.08217094700000001,190.953,2466.7889999999998,26,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
9.035,0.17382151899999998,151.4708,2407.5328,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11.65,0.131708682,152.3024,1518.024,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
15.7,0.027594063999999998,171.179,1867.569,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
18.0,0.12470444,120.3124,2725.7852,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12.3,0.052247805999999994,190.85299999999998,4554.072,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
17.75,0.030559582999999998,257.4672,3835.008,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
17.1,0.046903482,142.0838,2528.7084,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
18.2,0.163096139,43.0086,758.3462,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
20.35,0.07048184085069421,234.4958,1402.1748,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
15.6,0.081103929,112.3544,1006.6896,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
13.3,0.071743629,59.7536,918.804,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
6.71,0.035731825,218.3166,5660.6316,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
15.0,0.11913174900000001,226.9694,6851.0819999999985,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5.175,0.037217847000000005,86.8224,1448.7808,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
9.105,0.038559926,33.89,99.87,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
11.8,0.054238448,75.4012,986.7156,14,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
12.0,0.075856062,124.5388,1733.7432,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
20.7,0.048957533,37.8506,265.6542,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
10.3,0.059160135,191.553,6641.355,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
19.6,0.041536962000000004,46.0376,527.3136,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
6.89,0.07048184085069421,193.482,2510.0660000000007,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
16.7,0.070297175,216.385,3678.545,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
13.0,0.044984874,175.0054,1926.1594,16,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
10.1,0.167155198,241.7512,5331.7264,16,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
15.6,0.14298686300000002,130.3994,2826.9868,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
7.97,0.07048184085069421,173.7422,2759.0752,11,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
8.97,0.162856593,54.5956,218.3824,28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
5.945,0.07048184085069421,128.9652,1808.3128,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
20.35,0.014885998000000001,234.4958,3271.7412,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
13.5,0.12881621199999999,96.4068,2527.3768,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
6.71,0.029680868,65.0142,856.8846,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
12.15,0.036360676,166.0184,330.2368,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
17.7,0.016582833,50.5034,1458.102,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
20.5,0.112316501,193.9478,4456.1994,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
19.1,0.096653315,235.1958,4673.916,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
12.3,0.021984639,191.2162,1924.162,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
8.905,0.143351652,62.0878,302.939,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
14.5,0.041482394,40.0454,209.727,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
8.365,0.040069806,190.7188,1904.1879999999999,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
8.51,0.052239735,141.947,2004.058,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
6.38,0.015149955,144.047,3149.2340000000013,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
19.6,0.09370568,253.8698,3297.7074,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
16.7,0.052401765999999995,115.1176,1488.7288,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
10.0,0.06312198200000001,231.7668,460.7336,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
14.5,0.05894668700000001,168.6448,2897.5616,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
14.65,0.171245426,50.3692,591.2304,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
7.63,0.134057426,45.3402,918.804,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
11.85,0.05036845400000002,163.8526,1808.9786,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
19.0,0.026986367,127.1336,2812.3392,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
6.36,0.120543611,45.806000000000004,1165.15,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
18.85,0.036037952000000005,58.4562,711.0744,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
9.6,0.0067253880000000005,165.9184,2972.1312,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
5.94,0.034940979,177.3344,1605.9096,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
13.5,0.094219593,189.9872,1323.6104,16,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
10.85,0.048004263,117.5808,351.5424,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
15.15,0.066164431,147.376,2197.14,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
15.6,0.07048184085069421,62.4194,804.9522,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
5.15,0.07048184085069421,122.9388,2105.2596,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
20.35,0.030975716,253.9672,3068.0064,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
8.895,0.039101813,208.8296,5400.9696,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
21.25,0.010039493,181.7608,1102.5648,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
4.905,0.117308165,195.7768,2956.152,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
10.895,0.009641375,124.17299999999999,1601.249,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
12.15,0.113212516,254.604,759.012,28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
17.75,0.06749003599999999,185.22400000000002,6338.416,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
6.8,0.037573095,50.2034,1166.4816,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
10.395,0.031219108,156.9604,4595.3516,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
14.8,0.032606181,193.5794,390.1588,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
13.5,0.07048184085069421,84.554,778.9860000000001,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
16.0,0.106731895,183.6634,2544.6876,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
17.85,0.0112259,211.956,4474.1759999999995,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
18.7,0.026355345,127.102,3289.052,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
18.0,0.01548171,159.3604,2059.9852,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
8.785,0.045465958,120.8414,852.8898,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
5.26,0.041857101,162.7868,4258.4568,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6.175,0.07048184085069421,94.9752,1534.0032,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5.86,0.151159243,156.6314,3257.7594,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11.3,0.056161529,246.9118,5681.2714,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
10.5,0.142419608,161.1578,1765.0358,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
9.5,0.031410377999999996,110.3228,2763.07,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
16.25,0.077790204,93.0804,2940.1728,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
11.8,0.014166739,178.2344,2854.9504,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
12.5,0.11021544400000001,81.8592,1238.388,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
19.35,0.016679143,119.3098,1928.1568,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
20.2,0.117339056,195.011,2749.7540000000013,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
20.2,0.11222774699999999,123.5046,2739.1012,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
16.2,0.062724117,100.57,5093.37,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
6.8,0.037555347999999995,49.6034,972.068,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
15.199999999999998,0.112349962,39.1848,559.2719999999998,28,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
7.07,0.093217569,116.7834,4952.8862,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
8.43,0.17766124600000002,170.5422,3621.2862,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
9.3,0.11184963,64.6826,774.9912,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11.35,0.06321435,88.3856,1318.2839999999999,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
20.1,0.077892365,59.3536,918.804,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
11.35,0.051564827,49.0008,101.2016,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
18.7,0.070349402,228.601,7350.432,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
9.8,0.024521239,117.5492,1390.1904,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
20.35,0.021447102000000003,76.3328,1312.9576,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
18.2,0.026059557,241.2196,6507.5292,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
18.35,0.015301418,105.2938,2036.6822,9,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
12.1,0.07048184085069421,179.86599999999999,3595.32,11,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
10.695,0.060615254,174.0712,2460.7968,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
9.3,0.066459891,184.2292,4560.73,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
11.8,0.07687604599999999,33.1558,543.2928,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
13.8,0.14215211,263.5884,2384.8956,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
15.0,0.058632705,46.4744,543.2928,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
5.63,0.024541277,105.1306,3135.9179999999997,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
7.55,0.030992735,124.3072,2695.1584,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
18.85,0.036241797,57.3562,1007.3554,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
7.22,0.038398937,61.951,1518.024,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
17.85,0.011258035,211.65599999999998,2556.672,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
8.895,0.072511335,177.437,3528.74,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
19.25,0.10168915099999999,54.6956,163.7868,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
11.3,0.066625843,194.2478,2712.4692,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
10.85,0.162242617,107.8622,1058.622,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
5.0,0.07048184085069421,189.85299999999998,4933.5779999999995,11,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
20.0,0.07048184085069421,110.2544,1454.1072,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
16.2,0.044008347,43.7454,671.1264,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
10.0,0.025867353,264.6226,4757.8068,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
12.3,0.016476618999999998,74.33800000000002,146.476,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
8.63,0.031095246,185.7582,3529.4058,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
9.1,0.07048184085069421,115.4518,2390.8878,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
6.92,0.038422076,62.5852,438.0964,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
6.86,0.061155983,228.40099999999998,229.701,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
20.0,0.08131178,37.819,439.42800000000005,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
14.1,0.12575682400000002,87.1198,2529.3742,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
17.6,0.05661033,41.7454,209.727,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17.75,0.073709686,35.1216,415.4592,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
8.6,0.040432954,191.653,3795.06,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7.27,0.046749112,100.4384,1970.7679999999998,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
6.8,0.06276237400000001,50.4034,48.6034,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
15.6,0.045542627999999995,170.7132,4904.2828,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
6.935,0.041346469,103.1332,820.2656,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6.69,0.036903419,175.137,1235.059,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
8.895,0.07508445700000001,233.9616,4452.8704,28,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
12.35,0.026735372,57.4246,810.9444,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
15.6,0.17245325399999994,115.1518,683.1108,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
6.8649999999999975,0.035666655,246.2486,8063.5038,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
13.1,0.037581243,175.5054,2451.4756,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
9.195,0.12220294599999999,100.1016,1619.2256,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
11.15,0.056921875999999996,107.1622,423.4488,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
16.1,0.06331937900000001,180.9318,1984.7498,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
6.465,0.124402507,266.1884,5299.768,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
20.75,0.108879177,161.5578,320.9156,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
7.655,0.032125561000000004,115.7492,2548.6824,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
20.25,0.076097073,193.5794,1950.7939999999999,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
18.75,0.052766297000000004,189.7504,2492.7552,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
11.5,0.020601791,86.054,1038.6480000000001,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6.86,0.036360386,231.601,7580.1330000000025,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
6.035,0.140571971,154.7998,3383.5956,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
7.5,0.05074138,123.2072,1837.608,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
17.0,0.015997687,229.1352,4580.7040000000015,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
12.85,0.033018558999999996,170.4422,5000.8238,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
6.03,0.022703692999999997,177.9028,4781.7756,16,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
10.5,0.013431108999999998,143.7154,4821.7236,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
15.0,0.07048184085069421,235.6248,1896.1984,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
18.75,0.023876985,97.4042,2281.6966,14,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
17.85,0.011281018,213.75599999999997,3408.8959999999997,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
18.35,0.015328106000000001,107.5938,1822.2946,14,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
18.35,0.09448807099999999,87.1882,515.3292,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
19.6,0.047897663,44.677,173.108,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
7.39,0.081841136,190.053,569.259,28,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
14.65,0.072212787,260.9594,2878.2534,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
21.0,0.049505857,195.3478,1162.4868,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
9.6,0.02981155,45.2086,669.1289999999998,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
17.6,0.058181585,154.4314,2326.971,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
14.0,0.037734782,166.4526,4769.1254,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6.59,0.07048184085069421,119.1098,964.0784,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
17.6,0.026827052,47.8402,91.8804,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
11.5,0.072881535,191.35299999999998,2277.036,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
20.35,0.014822802,234.0958,2570.6538,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
18.7,0.046159927999999996,152.3682,1677.1502,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
5.46,0.107662745,143.8786,4334.358,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9.31,0.038014104,62.351000000000006,822.263,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
12.3,0.10630714599999999,174.9396,1569.9564,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
18.2,0.06667205799999999,248.1092,4233.1564,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
18.25,0.015341138999999997,200.0084,1984.0839999999998,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
18.25,0.171174491,156.463,938.778,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7.825,0.325780807,252.7698,761.0094,28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
10.195,0.112859454,114.486,2490.092,6,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5.34,0.005962753,102.4358,2010.7160000000001,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
7.71,0.047358246,123.1756,3998.7948,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
11.15,0.086105815,167.87900000000005,2886.243,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9.8,0.026882496000000002,126.302,3036.048,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
12.1,0.040521714,178.5002,5552.1062,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
12.5,0.020597493,200.0742,8958.339,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
9.0,0.08553847699999999,169.2816,3523.4136,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
15.5,0.07048184085069421,141.547,3006.087,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
15.5,0.07048184085069421,147.2418,1324.2762,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
5.15,0.10239789,122.1388,495.3552,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
17.25,0.07048184085069421,37.5822,196.41099999999997,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
18.35,0.0304697,191.3162,1346.9134,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
6.32,0.021287234,38.5822,78.5644,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5.51,0.034467286,96.7726,2642.5602,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
13.35,0.1027194,228.8352,5267.8096,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
18.6,0.266234421,98.5358,402.1432,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
17.1,0.129668578,206.8638,207.0638,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
5.94,0.02923013,189.4556,3567.3564,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
19.1,0.17641157899999999,173.2422,2069.3064,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
14.0,0.050371507999999995,214.7192,862.8768,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
18.85,0.036184755,58.5562,770.3306,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
7.97,0.07001738099999999,89.3514,177.1028,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
18.35,0.030556922,190.6162,3271.0754,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
10.5,0.011278535,237.0248,5451.5704,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
9.6,0.07048184085069421,191.0872,4349.0056,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7.275,0.027812304,147.476,3368.948,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
6.035,0.066051758,187.72400000000002,2050.6639999999998,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
6.65,0.053506995999999994,150.0734,3563.3616,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
20.2,0.096046304,178.7028,4604.6728,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
7.285,0.049922304,156.9288,1571.2879999999998,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
11.1,0.036083537,175.4712,2988.1104,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
11.35,0.005539114,167.87900000000005,4074.696,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
12.3,0.036939673,113.1834,3109.9518,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
11.6,0.037793818,99.3042,2281.6966,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
12.3,0.106928681,173.7396,3663.2316,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
18.85,0.138585859,252.4724,3271.7412,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9.8,0.06407717,116.7492,1621.8888,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7.445,0.037708542000000005,74.7354,1128.531,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11.1,0.036020711000000004,177.2712,2109.2544,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
21.0,0.049295686,194.4478,968.7389999999999,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
20.2,0.06449461,259.2646,3091.9752,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
18.2,0.026117345,239.2196,3133.2548,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11.8,0.025904648,102.4674,2037.348,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
20.6,0.080235512,188.9556,563.2668,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
9.8,0.013830218,45.306000000000004,1304.968,26,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
18.6,0.076855628,161.0236,483.3708,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
13.0,0.041824524,256.7014,2805.0154,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
20.7,0.12152072,118.0466,1060.6194,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
9.8,0.073289899,120.8098,1325.6078,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9.5,0.022054552999999998,195.4452,4502.1396,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
21.1,0.029054046,144.6786,2889.572,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
9.6,0.006665666999999999,164.1184,3797.7232,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
8.975,0.009057131999999999,104.09899999999999,2476.776,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
